nombre_variable,codigo_categoria,categoria
P3045S3,2,No
P3045S3,9,"No sabe, no informa"
P3046,1,Si
P3046,2,No
P3046,9,"No sabe, no informa"
P3047,1,Usted
P3047,2,Usted y sus socios
P3047,3,Quien lo contrató
P3047,4,Su cliente o proveedor principal
P3048,1,Usted
P3048,2,Usted y sus socios
P3048,3,Quien lo contrató
P3048,4,Su cliente o proveedor principal
P3049,1,Usted
P3049,2,Usted y sus socios
P3049,3,Quien lo contrató
P3049,4,Su cliente o proveedor principal
P3054,1,Si
P3054,2,No
P3054,9,"No sabe, no informa"
P3055,1,Si
P3055,2,No
P3055,9,"No sabe, no informa"
P3056,1,"Producción, compra y venta de mercancías o prestación de servicios"
P3056,2,"Producción / extracción (agricultura, pesca, minas, etc.) de bienes agropecuarios"
P3063,1,Si
P3063,2,No
P3063,9,"No sabe, no informa"
P3064,1,Si
P3064,2,No
P3064,9,"No sabe, no informa"
P3065,1,Si
P3065,2,No
P3065,9,"No sabe, no informa"
P3066,1,Si
P3066,2,No
P3066,9,"No sabe, no informa"
P3067,1,Si
P3067,2,No
P3067S1,1,Si
P3067S1,2,No
P3068,1,Si
P3068,2,No
P3068,9,"No sabe, no informa"
P3069,1,Trabaja solo
P3069,10,201 o más personas
P3069,2,2 a 3 personas
P3069,3,4 a 5 personas
P3069,4,6 a 10 personas
P3069,5,11 a 19 personas
P3069,6,20 a 30 personas
P3069,7,31 a 50 personas
P3069,8,51 a 100 personas
P3069,9,101 a 200 personas
P3363,1,"Pidió ayuda a familiares, amigos, colegas"
P3363,2,"Visitó, llevó o envió hojas de vida a empresas o empleadores"
P3363,3,"Hizo uso de los servicios de agencias o bolsas de empleo, Cajas de Compensación Familiar, SENA, Entes Territoriales (Servicio Público de Empleo - SPE)"
P3363,4,Puso o consultó avisos clasificados
P3363,5,Se presentó a convocatorias
P3363,6,Otro medio
P3363,9,"No sabe, no informa"
P3364,1,Si
P3364,2,No
P3364,9,"No sabe, no informa"
P3365,1,Si
P3365,2,No
P3365,9,"No sabe, no informa"
P514,1,Si
P514,2,No
P515,1,Sí
P515,2,No
P6400,1,Si
P6400,2,No
P6400,9,"No sabe, no informa"
P6410,1,Una empresa de servicios temporales
P6410,2,Una cooperativa de trabajo asociado
P6410,3,Una empresa asociativa de trabajo
P6410,4,Otra
P6422,1,Sí
P6422,2,No
P6424S1,1,Sí
P6424S1,2,No
P6424S2,1,Sí
P6424S2,2,No
P6424S3,1,Sí
P6424S3,2,No
P6430,1,Obrero o empleado de empresa particular
P6430,2,Obrero o empleado del gobierno
P6430,3,Empleado doméstico
P6430,4,Trabajador por cuenta propia
P6430,5,Patrón o empleador
P6430,6,Trabajador familiar sin remuneración
P6430,7,Trabajador sin remuneración en empresas o negocios de otros hogares
P6430,8,Jornalero o peón
P6430,9,"Otro,"
P6440,1,Sí
P6440,2,No
P6450,1,Verbal
P6450,2,Escrito
P6450,3,"No sabe, no informa"
P6460,1,A término indefinido
P6460,2,A término fijo
P6460,3,"No sabe, no informa"
P6510,1,Sí
P6510,2,No
P6510,9,"No sabe, no informa"
P6510S2,1,Sí
P6510S2,2,No
P6545,1,Sí
P6545,2,No
P6545,9,"No sabe, no informa"
P6545S2,1,Sí
P6545S2,2,No
P6580,1,Sí
P6580,2,No
P6580,9,"No sabe, no informa"
P6580S2,1,Sí
P6580S2,2,No
P6585S1,1,Sí
P6585S1,2,No
P6585S1,9,"No sabe, no informa"
P6585S1A2,1,Sí
P6585S1A2,2,No
P6585S2,1,Sí
P6585S2,2,No
P6585S2,9,"No sabe, no informa"
P6585S2A2,1,Sí
P6585S2A2,2,No
P6585S3,1,Si
P6585S3,2,No
P6585S3,9,"No sabe, no informa"
P6585S3A2,1,Sí
P6585S3A2,2,No
P6585S4,1,Sí
P6585S4,2,No
P6585S4,9,"No sabe, no informa"
P6585S4A2,1,Sí
P6585S4A2,2,No
P6590,1,Sí
P6590,2,No
P6590,9,"No sabe, no informa"
P6600,1,Sí
P6600,2,No
P6600,9,"No sabe, no informa"
P6610,1,Sí
P6610,2,No
P6610,9,"No sabe, no informa"
P6620,1,Sí
P6620,2,No
P6620,9,"No sabe, no informa"
P6630S1,1,Sí
P6630S1,2,No
P6630S2,1,Sí
P6630S2,2,No
P6630S3,1,Sí
P6630S3,2,No
P6630S4,1,Sí
P6630S4,2,No
P6630S6,1,Sí
P6630S6,2,No
P6640,1,Sí
P6640,2,No
P6765,1,Trabajó por honorarios o prestación de servicios?
P6765,2,Trabajó por obra?
P6765,3,"Trabajó por piezas o a destajo? (satélite, maquila, etc)"
P6765,4,Trabajó por comisión únicamente?
P6765,5,Trabajó vendiendo por catálogo?
P6765,6,"Trabajó en su oficio? (plomero, taxista, doméstica por días etc)"
P6765,7,"Tiene un negocio de industria, comercio, servicios o una finca?"
P6765,8,"Otro,"
P6775,1,Sí
P6775,2,No
P6775,3,No aplica
P6775,4,No sabe
P6780,1,Ocasional? (de vez en cuando)
P6780,2,"Estacional? (en ciertas épocas del año, cosechas, temporadas)"
P6780,3,Permanente?
P6780,4,"Otro?,"
P6810,1,Es lo único que ha conseguido pero quiere trabajar más horas
P6810,2,Es la jornada que se ajusta a sus necesidades
P6810,3,"Otra,"
P6830,1,"Enfermedad, permiso o licencia"
P6830,2,Festivos
P6830,3,Vacaciones
P6830,4,Capacitación
P6830,5,Suspensión o terminación del empleo
P6830,6,Reducción de la actividad económica de la empresa
P6830,7,"Otro,"
P6880,1,En esta vivienda
P6880,10,En una mina o cantera
P6880,11,"Otro,"
P6880,2,En otras viviendas
P6880,3,En kiosco - caseta
P6880,4,En un vehículo
P6880,5,De puerta en puerta
P6880,6,Sitio al descubierto en la calle (ambulante y estacionario)
P6880,7,"Local fijo, oficina, fábrica, etc."
P6880,8,"En el campo o área rural, mar o río"
P6880,9,En una obra en construcción
P6915,1,Es afiliado como cotizante a un régimen contributivo de salud (eps)
P6915,10,No lo ha considerado
P6915,11,No tiene recursos
P6915,12,"Otro,"
P6915,2,Es afiliado a un régimen subsidiado de salud
P6915,3,Es beneficiario de un afiliado
P6915,4,Con ahorros personales
P6915,5,Con ayudas de los hijos o familiares
P6915,6,Con otro tipo de seguro o cubrimiento
P6915,7,Pidiendo dinero prestado
P6915,8,Vendería su vivienda o bienes del hogar
P6915,9,Empeñaría bienes del hogar
P6920,1,Sí
P6920,2,No
P6920,3,Ya es pensionado
P6930,1,Fondo privado?
P6930,2,"Iss, cajanal?"
P6930,3,"Regímenes especiales (ffmm, ecopetrol etc)?"
P6930,4,"Fondo subsidiado (prosperar,etc.)?"
P6940,1,...paga una parte y otra la empresa o patrón
P6940,2,... paga la totalidad de la afiliación
P6940,3,Paga completamente la empresa ó patrón
P6940,4,No paga
P6990,1,Sí
P6990,2,No
P6990,9,"No sabe, no informa"
P7020,1,Sí
P7020,2,No
P7028,1,Obrero o empleado de empresa particular?
P7028,2,Obrero o empleado del gobierno?
P7028,3,Empleado doméstico?
P7028,4,Trabajador por cuenta propia?
P7028,5,Patrón o empleador?
P7028,6,Trabajador familiar sin remuneración?
P7028,7,Trabajador sin remuneración en empresas o negocios de otros hogares?
P7028,8,Jornalero o peón?
P7028,9,"Otro,"
P7040,1,Sí
P7040,2,No
P7050,1,Obrero o empleado de empresa particular
P7050,2,Obrero o empleado del gobierno
P7050,3,Empleado doméstico
P7050,4,Trabajador por cuenta propia
P7050,5,Patrón o empleador
P7050,6,Trabajador familiar sin remuneración
P7050,7,Trabajador sin remuneración en empresas o negocios de otros hogares
P7050,8,Jornalero o peón
P7050,9,"Otro,"
P7075,1,Trabaja solo
P7075,2,2 a 5 personas
P7075,3,6 a 10 personas
P7075,4,11 y más personas
P7077,1,En su vivienda
P7077,2,En otras viviendas
P7077,3,En kiosko - caseta
P7077,4,En un vehículo
P7077,5,De puerta en puerta
P7077,6,Sitio al descubierto en la calle
P7077,7,"Local fijo, oficina, fábrica, etc."
P7077,8,En el campo o área rural
P7090,1,Sí
P7090,2,No
P7110,1,Sí
P7110,2,No
P7120,1,Sí
P7120,2,No
P7130,1,Sí
P7130,2,No
P7140S1,1,Sí
P7140S1,2,No
P7140S2,1,Sí
P7140S2,2,No
P7140S3,1,Sí
P7140S3,2,No
P7140S4,1,Sí
P7140S4,2,No
P7140S5,1,Sí
P7140S5,2,No
P7140S6,1,Sí
P7140S6,2,No
P7140S7,1,Sí
P7140S7,2,No
P7140S8,1,Sí
P7140S8,2,No
P7140S9,1,Sí
P7140S9,2,No
P7150,1,Sí
P7150,2,No
P7160,1,Sí
P7160,2,No
P7160,9,"No sabe, no informa"
P7170S1,1,Si
P7170S1,2,No
P7170S5,1,Si
P7170S5,2,No
P7170S6,1,Si
P7170S6,2,No
P7180,1,Sí
P7180,2,No
P7240,1,Cesantías?
P7240,10,"Otros,"
P7240,2,Ahorros personales?
P7240,3,Ayudas de hijos o familiares?
P7240,4,Indemnización o similar?
P7240,5,No lo ha considerado?
P7240,6,Vendería su vivienda o bienes del hogar?
P7240,7,Empeñaría bienes del hogar?
P7240,8,No tendría recursos?
P7240,9,Solicitaría dinero prestado?
P9440,1,Sí
P9440,2,No
P9450,1,Sí
P9450,2,No
P9450,9,"No sabe, no informa"
P3091,1,Si
P3091,2,No
P3092,1,Si
P3092,2,No
P3093,1,Si
P3093,2,No
CLASE,1,Urbano
CLASE,2,Rural
DPTO,05,Antioquia
DPTO,08,Atlántico
DPTO,13,Bolívar
DPTO,15,Boyacá
DPTO,17,Caldas
DPTO,18,Caquetá
DPTO,19,Cauca
DPTO,20,Cesar
DPTO,23,Córdoba
DPTO,25,Cundinamarca
DPTO,27,Chocó
DPTO,41,Huila
DPTO,44,La guajira
DPTO,47,Magdalena
DPTO,50,Meta
DPTO,52,Nariño
DPTO,54,Norte de santander
DPTO,63,Quindio
DPTO,66,Risaralda
DPTO,68,Santander
DPTO,70,Sucre
DPTO,73,Tolima
DPTO,76,Valle del cauca
P7495,1,Sí
P7495,2,No
P7500S1,1,Sí
P7500S1,2,No
P7500S1,9,"No sabe, no informa"
P7500S2,1,Sí
P7500S2,2,No
P7500S2,9,"No sabe, no informa"
P7500S3,1,Sí
P7500S3,2,No
P7500S3,9,"No sabe, no informa"
P7505,1,Si
P7505,2,No
P750S1,1,Si
P750S1,2,No
P750S1,9,"No sabe, no informa"
P750S2,1,Si
P750S2,2,No
P750S2,9,"No sabe, no informa"
P750S3,1,Si
P750S3,2,No
P750S3,9,"No sabe, no informa"
P7510S1,1,Sí
P7510S1,2,No
P7510S1,9,"No sabe, no informa"
P7510S2,1,Sí
P7510S2,2,No
P7510S2,9,"No sabe, no informa"
P7510S3,1,Sí
P7510S3,2,No
P7510S3,9,"No sabe, no informa"
P7510S5,1,Sí
P7510S5,2,No
P7510S5,9,"No sabe, no informa"
P7510S6,1,Sí
P7510S6,2,No
P7510S6,9,"No sabe, no informa"
P7510S7,1,Sí
P7510S7,2,No
P7510S7,9,"No sabe, no informa"
P5090,1,"Propia, totalmente pagada"
P5090,2,"Propia, la están pagando"
P5090,3,En arriendo o subarriendo
P5090,4,En usufructo
P5090,5,Posesión sin titulo (ocupante de hecho) ó propiedad colectiva
P5090,6,"Otra, ¿cuál?___________________"
